"id","SEX","AGE","PREFECTURE","JOB","一人暮らし","配偶者","家族","朝食の頻度","日食の頻度","外朝食の頻度","外日食の頻度","内朝食の頻度","内日食の頻度","作朝食の頻度","作日食の頻度","料理人","購入人"
11827,2,58,5,0,0,1,0,8,5,5,5,8,5,8,5,"自分","自分"
11828,1,57,38,0,0,1,1,6.5,6.5,1,1,6.5,4.75,2,NA,"配偶者","配偶者"
11829,1,34,12,0,0,1,1,6.5,6.5,3,3,3,3,2,2,"配偶者","配偶者"
11830,1,59,23,0,0,1,1,3,6,1.75,1.75,2,5.5,NA,5.5,"自分","自分"
11831,2,62,5,0,0,1,1,2.5,8,2.5,2.5,NA,8,NA,8,"自分","自分"
11832,1,32,27,0,0,1,1,1,6,8,8,NA,2.75,NA,NA,"配偶者","配偶者"
11833,1,44,11,0,0,1,0,6.5,6,3,3,6,4.25,6.5,NA,"自分","自分"
11834,2,52,13,0,0,1,1,8,8,2,2,8,7.5,8,7.25,"自分","自分"
11835,1,53,12,0,0,1,1,6.5,6.5,3.75,3.75,3.5,5,3.5,4.25,"配偶者","配偶者"
11836,2,61,40,0,0,1,1,4.5,6,2.75,2.75,5,5.75,2.5,5,"自分","自分"
11837,2,61,1,0,0,1,0,8,8,2.5,2.5,8,8,8,7,"自分","自分"
11838,1,27,13,0,0,1,1,8,8,2,2,8,8,4.5,5.5,"配偶者","配偶者"
11839,1,63,40,0,0,1,0,8,8,3,3,6,5,2,2,"配偶者","配偶者"
11840,1,50,27,0,0,1,0,7.5,8,3.75,3.75,7.5,6.5,6.5,5.75,"配偶者","配偶者"
11841,1,44,34,0,1,0,0,8,8,8,8,8,7.25,8,8,"自分","自分"
11842,2,42,14,0,0,1,1,8,8,3.5,3.5,8,7.5,2,5.75,"自分","自分"
11843,1,32,13,0,0,1,0,8,8,4,4,8,8,8,8,"配偶者","配偶者"
11844,2,56,16,0,0,1,0,8,8,2.25,2.25,8,8,8,8,"自分","自分"
11845,2,55,8,0,0,1,1,1,8,2,2,NA,8,NA,8,"自分","自分"
11846,2,63,28,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
11847,2,36,11,0,0,0,1,8,8,2,2,8,8,8,8,"家族","家族"
11848,2,57,12,0,0,0,1,3.5,6.5,1.5,1.5,3.5,4.75,3,NA,"家族","家族"
11849,1,57,42,0,0,1,0,8,8,2,2,8,6.5,2,1.75,"配偶者","配偶者"
11850,1,32,13,0,1,0,0,1,6.5,4.25,4.25,NA,4.75,NA,NA,NA,NA
11851,2,45,9,0,1,0,0,8,8,2,2,8,8,8,8,"自分","自分"
11852,1,49,26,0,0,0,1,1,8,1,1,NA,6.25,NA,6.25,"家族","家族"
11853,1,42,40,0,0,1,1,8,8,2.25,2.25,6.5,3.5,2.5,2.75,"家族","家族"
11854,2,58,23,0,0,1,1,8,8,3.5,3.5,8,5.25,5.5,4.75,"自分","自分"
11855,1,37,14,0,0,0,1,1,6.5,3.25,3.25,NA,4.5,NA,NA,NA,NA
11856,1,61,24,0,1,0,0,6.5,6.5,2,2,6,6,5.5,5.75,"自分","自分"
11857,1,47,28,0,0,1,0,8,8,5.75,5.75,5.5,5.75,2,2,"配偶者","配偶者"
11858,1,42,13,0,1,0,0,8,4.5,NA,NA,3,NA,4,NA,"自分","自分"
11859,1,51,47,0,0,1,1,6.5,7.25,3.5,3.5,3.5,5,2.5,NA,"自分","自分"
11860,1,59,24,0,1,0,0,8,8,2.5,2.5,8,8,2,4.75,"自分","自分"
11861,2,24,23,0,0,0,1,1.5,5.5,1.5,1.5,NA,5.25,NA,5,"家族","家族"
11862,1,51,27,0,0,1,1,6.5,6.5,3.25,3.25,6.5,4.75,6.5,NA,"配偶者","配偶者"
11863,2,31,14,0,0,0,1,8,8,2,2,8,7.25,2,2,"家族","家族"
11864,2,47,34,0,0,1,1,6.5,6,2.5,2.5,6.5,5.75,6.5,5.5,"自分","自分"
11865,2,55,12,0,0,1,1,8,8,2,2,8,8,6,5,"自分","自分"
11866,1,23,14,0,0,0,1,6.5,6.5,1,1,6.5,4.75,6.5,NA,"家族","家族"
11867,1,60,11,0,0,1,0,8,8,5.25,5.25,6.5,3.75,2,NA,"配偶者","配偶者"
11868,1,40,11,0,0,0,1,6,6.5,3.5,3.5,6,4,4.5,NA,"自分","自分"
11869,2,20,22,1,1,0,0,6,6.5,5.25,5.25,6,3.25,8,NA,"自分","自分"
11870,1,43,10,0,0,1,1,8,8,3.75,3.75,8,8,8,8,"配偶者","配偶者"
11871,2,42,3,0,0,1,1,1,8,6.25,6.25,NA,6.25,NA,NA,"自分","自分"
11872,2,45,22,0,0,1,1,8,8,2.5,2.5,8,8,6.5,6,"自分","自分"
11873,2,39,28,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
11874,1,57,1,0,0,1,1,8,6.75,1.75,1.75,6.5,4.75,1,NA,NA,NA
11875,2,41,40,0,0,0,1,1,4,NA,NA,NA,NA,NA,NA,"家族","家族"
11876,2,23,12,0,0,0,1,6.5,6.25,2.25,2.25,6.5,6.25,6.5,6,"家族","家族"
11877,2,43,13,0,0,1,1,6.5,6.5,3.25,3.25,6.5,5.5,2,3.5,"自分","自分"
11878,1,34,14,0,0,1,1,5.5,6.25,2.75,2.75,5.5,5,1,1,NA,NA
11879,1,54,13,0,0,1,1,6.5,6.5,2,2,6.5,4.75,8,1.25,"配偶者","配偶者"
11880,2,41,40,0,0,1,1,8,8,1,1,8,8,8,8,"自分","自分"
11881,2,55,13,0,1,0,0,8,8,8,8,2.5,2.5,NA,NA,"自分","自分"
11882,1,64,28,0,0,1,0,8,8,3.25,3.25,8,5.75,2,2,"配偶者","配偶者"
11883,1,54,14,0,0,1,1,6.5,6.5,3.5,3.5,6,4.75,4.5,3.25,"配偶者","配偶者"
11884,1,52,42,0,0,1,1,8,7.75,1.75,1.75,8,6.25,2,2,"配偶者","配偶者"
11885,1,58,13,0,0,1,1,8,8,3.75,3.75,5,5.5,2,2,"配偶者","配偶者"
11886,2,37,41,0,0,1,0,6.5,6,1.25,1.25,6.5,4.75,6.5,5.75,"自分","自分"
11887,1,32,43,0,0,1,1,7.5,7.75,2.5,2.5,8,6.5,1,1,NA,NA
11888,2,37,9,0,0,1,1,8,8,3.75,3.75,8,5.25,7.5,7.25,"自分","自分"
11889,2,54,34,0,0,1,1,1,8,1,1,NA,8,NA,5.25,"自分","自分"
11890,2,56,34,0,0,1,0,8,8,1.5,1.5,8,5.75,8,8,"自分","自分"
11891,1,41,42,0,0,1,1,7,7,1.25,1.25,7,7,7,7,"配偶者","配偶者"
11892,1,42,13,0,0,1,1,8,8,2.5,2.5,8,6.5,3,3,"配偶者","配偶者"
11893,2,56,1,0,1,0,0,4.5,7.25,3.75,3.75,NA,4.75,NA,NA,"自分","自分"
11894,1,28,17,0,1,0,0,6.5,6.5,6,6,4.5,2.75,1,NA,"自分","自分"
11895,1,45,13,0,1,0,0,8,8,5.25,5.25,5,5.25,4.5,5,"自分","自分"
11896,1,44,34,0,0,1,0,8,8,2,2,8,8,2,2,"配偶者","配偶者"
11897,1,46,27,0,0,1,1,6.5,6.5,4.75,4.75,5,3.75,4.5,NA,"配偶者","配偶者"
11898,2,51,17,0,1,0,0,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
11899,2,47,33,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11900,1,55,33,0,0,1,1,4.5,6.5,3.5,3.5,4.5,4.5,2,2,"配偶者","配偶者"
11901,2,45,13,0,0,1,0,2,8,3.25,3.25,NA,6.25,NA,NA,NA,NA
11902,1,63,14,0,1,0,0,8,4.5,NA,NA,8,NA,8,NA,"自分","自分"
11903,1,40,13,0,1,0,0,6.5,6.5,2.5,2.5,6.5,5.25,6.5,6.5,"自分","自分"
11904,2,35,14,0,0,1,1,8,8,2.25,2.25,8,7.25,8,4.75,"自分","自分"
11905,2,38,28,0,0,0,1,8,7.75,3.5,3.5,8,7,8,7.25,"自分","自分"
11906,2,55,14,0,1,0,0,4.5,8,1.25,1.25,NA,6.25,NA,NA,"自分","自分"
11907,2,27,40,0,0,0,1,8,8,2.25,2.25,6,6.5,7,6.5,"家族","家族"
11908,1,56,16,0,0,1,1,8,8,5.5,5.5,7.5,7.75,8,8,"配偶者","配偶者"
11909,1,35,12,0,1,0,0,4,4.5,NA,NA,NA,NA,NA,NA,NA,NA
11910,2,29,14,0,0,1,1,8,8,2,2,8,8,5,5.25,"自分","自分"
11911,1,48,11,0,0,1,1,8,8,4.5,4.5,6.5,4.75,1,1,NA,NA
11912,2,36,23,0,0,1,1,8,8,8,8,8,8,8,8,"配偶者","配偶者"
11913,2,42,22,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11914,1,52,13,0,1,0,0,1,8,3.5,3.5,NA,6.5,NA,1,NA,NA
11915,2,32,29,0,0,1,1,8,8,4,4,8,6.5,2.5,6.25,"自分","自分"
11916,2,62,28,0,0,1,1,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
11917,2,57,28,0,0,1,0,6.5,6,1.75,1.75,6.5,6,6,5.75,"自分","自分"
11918,1,40,30,0,0,1,1,8,8,2,2,8,8,2,5,"配偶者","配偶者"
11919,1,57,28,0,0,1,1,8,8,5.25,5.25,5,3.5,2,2,"配偶者","配偶者"
11920,2,41,24,0,0,1,1,7,8,1,1,8,8,8,8,"自分","自分"
11921,1,39,1,0,1,0,0,5.5,4.75,4.5,4.5,6.5,5.5,5.5,5,"自分","自分"
11922,2,45,40,0,0,1,1,6.5,6.5,1,1,1,1,NA,NA,NA,NA
11923,2,56,22,0,0,1,0,6.5,6.5,2.25,2.25,6.5,6.5,6.5,6.25,"自分","自分"
11924,1,23,28,0,1,0,0,6.5,6.5,4.5,4.5,5.5,5.25,4.5,4.5,"自分","自分"
11925,1,24,27,1,0,0,1,8,8,4.75,4.75,8,5.25,2,2,"家族","家族"
11926,2,52,23,0,0,0,1,6.5,8,2.5,2.5,6.5,5,6.5,2.75,"家族","家族"
11927,1,40,23,0,0,0,1,1,4.5,NA,NA,NA,NA,NA,NA,"家族","家族"
11928,2,26,12,0,0,0,1,6.5,6.5,2.75,2.75,8,5.5,1,NA,"家族","家族"
11929,2,23,23,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
11930,1,46,13,0,1,0,0,8,8,1,1,8,8,1,1,NA,NA
11931,1,35,27,0,0,0,1,1,8,2.75,2.75,NA,6.5,NA,6,"家族","家族"
11932,2,46,11,0,0,1,1,2.5,5.25,1.75,1.75,NA,6,NA,6,"自分","自分"
11933,1,43,14,0,0,1,1,6,5.5,2.5,2.5,6,5.25,3,4.25,"自分","自分"
11934,1,47,27,0,0,0,1,6.5,4.75,NA,NA,6.5,NA,4.5,NA,NA,NA
11935,1,54,12,0,0,1,1,8,8,2,2,8,7,6,6.25,"配偶者","配偶者"
11936,2,59,11,0,0,1,1,6.5,6.5,1.5,1.5,1,3.75,NA,NA,"自分","自分"
11937,2,45,21,0,0,1,1,8,8,3.25,3.25,8,5.75,5,6.25,"配偶者","配偶者"
11938,2,58,1,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
11939,1,64,13,0,0,1,0,6.5,6.5,1.75,1.75,6.5,6.5,1,1,NA,NA
11940,1,48,47,0,0,1,1,8,8,1,1,8,8,1,1,NA,NA
11941,1,51,28,0,0,0,1,8,8,2.25,2.25,6.5,5.5,8,3.75,"自分","自分"
11942,2,33,13,0,0,0,1,6,6,2,2,6,5.5,1,1,NA,NA
11943,2,24,8,0,0,0,1,4,8,2,2,4,8,3,3,"家族","家族"
11944,1,28,28,0,0,1,0,8,8,1,1,6.5,4.5,1,NA,NA,NA
11945,2,31,11,0,0,1,1,8,8,8,8,8,8,8,7.75,"自分","自分"
11946,2,29,20,0,0,1,1,8,8,4,4,8,7,8,5,"自分","自分"
11947,2,34,38,0,0,0,1,8,7.75,2,2,8,8,8,8,"自分","自分"
11948,2,35,27,0,0,1,1,8,7.25,1.25,1.25,8,7.5,8,7.25,"自分","自分"
11949,2,64,42,0,0,1,0,8,8,2.25,2.25,8,6,8,7,"自分","自分"
11950,1,43,23,0,1,0,0,5,5.75,5.5,5.5,5,4,1,1,NA,NA
11951,1,20,15,1,0,0,1,8,8,8,8,7.5,7.75,7,7.5,"家族","家族"
11952,1,29,23,1,1,0,0,5.5,6.5,6.5,6.5,1,4.75,NA,4,"自分","自分"
11953,2,29,23,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11954,2,47,27,0,0,1,1,8,7.25,2.25,2.25,8,5.75,6.5,4.5,"自分","自分"
11955,2,31,14,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11956,2,64,40,0,1,0,0,6.5,6.5,2.25,2.25,6.5,6.5,6.5,6.5,"自分","自分"
11957,1,47,23,0,0,0,1,8,8,4.5,4.5,8,4.5,6,4.5,"家族","家族"
11958,1,48,3,0,0,1,1,8,8,1.25,1.25,7.5,8,7.5,7,"自分","自分"
11959,1,36,15,0,0,1,1,2.5,2.75,3.75,3.75,3.5,3,2.5,2.25,"配偶者","配偶者"
11960,2,60,10,0,0,1,0,8,8,2.25,2.25,8,8,8,7.5,"自分","自分"
11961,1,32,34,0,1,0,0,1,5.5,4,4,NA,2.5,NA,NA,"自分","自分"
11962,2,41,45,0,0,1,1,4.5,7.25,3,3,5.5,6.5,6,6.25,"自分","自分"
11963,2,38,23,0,0,1,1,8,8,2.75,2.75,8,8,8,8,"自分","自分"
11964,2,50,33,0,0,1,1,6.5,6.5,2.25,2.25,6.5,4.5,6.5,4.5,"自分","自分"
11965,1,33,21,0,0,1,1,8,8,2.25,2.25,8,7,6,4.5,"配偶者","配偶者"
11966,1,39,34,0,0,1,1,8,8,1,1,8,7.25,1,1,NA,NA
11967,2,37,13,0,0,1,0,4.5,7.5,7.5,7.5,NA,7,NA,4.75,"自分","自分"
11968,1,58,22,0,0,1,0,5.5,5.5,6,6,5.5,5.75,5,6.25,"配偶者","配偶者"
11969,1,52,27,0,0,1,1,6.5,4.75,NA,NA,6.5,NA,2,NA,"配偶者","配偶者"
11970,1,61,26,0,0,1,0,8,8,3,3,8,7.5,8,4.75,"配偶者","配偶者"
11971,2,42,13,0,0,1,1,8,8,1,1,8,8,1,1,NA,NA
11972,1,47,21,0,1,0,0,6.5,6.5,1,1,6.5,5.75,6.5,3.25,"自分","自分"
11973,2,63,13,0,0,1,0,1,6.5,3.25,3.25,NA,5.25,NA,5.25,"自分","自分"
11974,1,41,15,0,0,0,1,8,8,2,2,8,8,8,7.75,"家族","家族"
11975,1,57,27,0,0,0,1,8,8,4.25,4.25,6,3,1,1,NA,NA
11976,1,32,33,0,0,0,1,8,8,1,1,8,8,1,4.5,"家族","家族"
11977,2,25,2,0,0,0,1,8,8,1.25,1.25,8,7.5,8,8,"家族","家族"
11978,2,43,14,0,0,1,1,8,8,8,8,8,8,8,8,"自分","自分"
11979,2,54,12,0,0,1,1,8,8,5.25,5.25,7,7,7.5,7,"自分","自分"
11980,2,55,40,0,1,0,0,4,7.5,1,1,1,1.75,NA,NA,"自分","自分"
11981,2,51,27,0,0,0,1,8,8,3.25,3.25,8,5.5,1,NA,NA,NA
11982,2,46,11,0,0,1,0,6.5,5.75,3,3,8,5,8,6.5,"自分","自分"
11983,1,41,36,0,1,0,0,8,8,3.5,3.5,2,3,8,5.75,"自分","自分"
11984,1,61,11,0,0,1,1,6.5,6.5,3,3,6.5,5,2,2,"配偶者","配偶者"
11985,1,44,13,0,0,1,1,6.5,6.5,4,4,6.5,4.25,6.5,NA,"配偶者","配偶者"
11986,2,22,28,1,0,0,1,8,8,2.5,2.5,8,7,8,7,"家族","家族"
11987,2,47,34,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
11988,2,58,27,0,0,1,0,8,8,2.5,2.5,8,8,6.5,7.25,"自分","自分"
11989,1,37,12,0,0,0,1,2,6.5,1.5,1.5,NA,6.5,NA,1,NA,NA
11990,2,41,34,0,0,1,1,8,8,1,1,6.5,6.5,6,5.5,"配偶者","配偶者"
11991,2,56,22,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
11992,1,38,14,0,0,1,1,6.5,5.5,4.5,4.5,5,3.25,1,NA,NA,NA
11993,2,44,12,0,0,1,1,8,8,2.5,2.5,8,8,7.5,8,"配偶者","配偶者"
11994,2,35,23,0,0,1,1,8,8,3.5,3.5,6.5,5.5,5.5,4.75,"自分","自分"
11995,2,62,4,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
11996,2,33,15,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
11997,2,51,40,0,0,1,1,7.5,8,8,8,8,7.5,7.5,7,"家族","家族"
11998,2,43,14,0,0,1,1,6.5,5.75,2.75,2.75,6.5,5.75,6.5,5.25,"自分","自分"
11999,2,61,14,0,0,1,1,6.5,6.5,2.25,2.25,6.5,6.25,5.5,6.25,"自分","自分"
12000,2,36,14,0,0,1,1,6.5,6.5,1.75,1.75,6.5,6.5,6.5,6.5,"自分","自分"
12001,2,49,9,0,0,1,1,1,8,8,8,NA,8,NA,7.75,"自分","自分"
12002,1,43,13,0,1,0,0,1,8,2,2,NA,8,NA,4.75,"自分","自分"
12003,2,28,11,0,1,0,0,1,8,1,1,NA,1,NA,NA,NA,NA
12004,2,36,15,0,0,1,1,8,8,2.75,2.75,8,5.75,8,2.75,"家族","家族"
12005,1,60,12,0,0,1,1,6,5.75,3,3,5,5.75,5,5,"配偶者","配偶者"
12006,1,33,27,0,0,1,0,8,8,2.5,2.5,8,4.5,8,8,"配偶者","配偶者"
12007,1,38,13,0,0,0,1,1,6.5,2.5,2.5,NA,6.5,NA,2,"家族","家族"
12008,2,43,14,0,0,1,1,8,8,2,2,8,8,5.5,5.75,"自分","自分"
12009,1,35,23,0,0,1,1,8,8,1.25,1.25,8,8,2.5,1.75,"配偶者","配偶者"
12010,2,46,6,0,0,0,1,8,8,2,2,8,8,8,8,"自分","自分"
12011,2,38,23,0,0,1,1,8,8,2.25,2.25,8,8,8,5.25,"自分","自分"
12012,2,34,2,0,0,0,1,8,8,8,8,8,8,8,8,"自分","自分"
12013,2,36,26,0,0,1,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
12014,2,28,33,0,1,0,0,2,5,2,2,1.5,4.75,NA,NA,"自分","自分"
12015,1,41,27,0,0,1,1,4,6.25,NA,NA,1.5,NA,NA,NA,NA,NA
12016,1,51,26,0,0,0,1,8,8,2.25,2.25,8,6.5,8,6.5,"家族","家族"
12017,1,58,27,0,0,1,1,1,8,2.75,2.75,NA,2.5,NA,NA,"配偶者","配偶者"
12018,1,41,13,0,0,0,1,5.5,6,2.25,2.25,2,2,2,2,"家族","家族"
12019,2,28,10,0,0,1,0,6.5,6.25,1.75,1.75,6.5,6.25,6.5,5,"自分","自分"
12020,1,23,13,0,1,0,0,5.5,6,2,2,5,4.75,2,2,"家族","家族"
12021,2,44,13,0,0,0,1,3.5,6.25,2.5,2.5,NA,5.75,NA,5.75,"家族","家族"
12022,1,41,12,0,0,1,1,6.5,6.5,2,2,6.5,5,2,2,"配偶者","配偶者"
12023,2,57,29,0,0,0,1,1,6.5,4.25,4.25,NA,4.75,NA,4.5,"自分","自分"
12024,2,60,40,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
12025,1,24,20,0,1,0,0,5,6.25,4.5,4.5,4.5,4,NA,NA,"自分","自分"
12026,2,35,43,0,0,0,1,6,8,1.25,1.25,6,8,6,7,"家族","家族"
12027,2,37,26,0,0,1,0,8,8,2.75,2.75,8,8,3.5,3.5,"配偶者","配偶者"
12028,2,26,5,0,1,0,0,1.5,6.75,3.25,3.25,NA,3.75,NA,NA,"自分","自分"
12029,2,36,14,0,0,0,1,6.5,6.25,2.75,2.75,8,6.25,1,NA,NA,NA
12030,2,50,9,0,0,1,0,6.5,6.5,2,2,6.5,6.5,6.5,6.5,"自分","自分"
12031,1,31,1,0,1,0,0,4.5,6.5,2.5,2.5,NA,6.5,NA,2,"自分","自分"
12032,2,30,28,0,0,1,1,6.5,6.5,4,4,6.5,4.5,2.5,4.25,"自分","自分"
12033,2,54,13,0,0,1,1,6.5,3.5,NA,NA,2,NA,6.5,NA,"自分","自分"
12034,2,57,24,0,0,1,1,8,8,2,2,8,8,8,8,"自分","自分"
12035,2,59,1,0,0,1,0,1,8,4,4,NA,5,NA,5,"自分","自分"
12036,1,48,28,0,0,1,1,8,8,8,8,8,8,1,1,NA,NA
12037,1,48,13,0,1,0,0,8,8,3,3,8,6.75,8,6.75,"自分","自分"
12038,1,41,13,0,0,1,0,5,6,2.5,2.5,5,5.5,1,NA,NA,NA
12039,1,47,11,0,0,0,1,8,8,4.5,4.5,6.5,5.75,4,3.5,"家族","家族"
12040,2,60,26,0,1,0,0,6.5,6.5,1.75,1.75,6.5,6.5,6.5,6.5,"自分","自分"
12041,2,59,13,0,0,1,0,8,8,2.25,2.25,8,7.25,6,7,"自分","自分"
12042,2,39,37,0,0,0,1,8,8,2,2,8,8,8,6,"自分","自分"
12043,1,44,10,0,0,1,1,8,8,5.5,5.5,5,5,4.5,4.5,"自分","自分"
12044,2,37,22,0,0,0,1,8,8,3.75,3.75,6,5,6.5,6.5,"自分","自分"
12045,1,41,13,0,1,0,0,8,8,2.75,2.75,8,5.75,7,NA,"自分","自分"
12046,1,23,16,0,1,0,0,6,6,5.75,5.75,5.5,5.75,5,6,"自分","自分"
12047,2,55,27,0,0,0,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
12048,1,36,1,0,0,1,1,6,7.75,7.25,7.25,7,7,6,7.5,"配偶者","配偶者"
12049,1,53,14,0,0,1,1,6.5,6.5,6.5,6.5,6.5,6.5,2,1.75,"配偶者","配偶者"
12050,2,54,11,0,0,1,1,1,8,8,8,NA,8,NA,7.75,"自分","自分"
12051,2,51,6,0,0,0,1,8,8,1.75,1.75,8,8,8,8,"自分","自分"
12052,2,43,23,0,0,0,1,8,8,8,8,8,8,8,8,"自分","自分"
12053,2,54,13,0,0,1,1,8,8,2.25,2.25,7.5,8,8,8,"自分","自分"
12054,2,33,15,0,0,1,0,6,6.25,2.75,2.75,6,5.25,1,NA,"自分","自分"
12055,2,55,16,0,0,1,1,8,8,1.5,1.5,8,8,8,8,"自分","自分"
12056,2,35,14,0,0,1,1,3,6.5,3.25,3.25,NA,5,NA,4.75,"自分","自分"
12057,1,47,39,0,1,0,0,1,7.25,2,2,NA,7,NA,7,"自分","自分"
12058,2,63,27,0,0,0,1,8,8,1.5,1.5,8,8,8,7.75,"自分","自分"
12059,1,58,40,0,0,0,1,8,8,2.75,2.75,8,8,4.5,5,"自分","自分"
12060,1,48,25,0,0,0,1,8,8,2,2,8,8,2,7,"自分","自分"
12061,2,27,27,0,1,0,0,5,5.5,NA,NA,5,NA,2,NA,"自分","自分"
12062,1,50,11,0,0,1,0,4.5,6,1,1,4.5,6,1.5,1.75,"配偶者","配偶者"
12063,1,23,15,0,0,0,1,8,8,2.5,2.5,8,8,1,3.25,"家族","家族"
12064,2,41,12,0,0,1,0,8,7.25,3.75,3.75,6.5,6.5,8,6.25,"自分","自分"
12065,1,56,4,0,0,1,0,4.5,6.25,3,3,NA,3.75,NA,NA,"配偶者","配偶者"
12066,1,23,40,0,0,0,1,1,7.5,1.5,1.5,NA,8,NA,1.75,"家族","家族"
12067,1,51,10,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.5,6.5,3,"配偶者","配偶者"
12068,1,63,27,0,0,1,0,1,8,2.5,2.5,NA,8,NA,8,"配偶者","配偶者"
12069,1,63,41,0,0,1,0,8,8,8,8,8,8,8,8,"配偶者","配偶者"
12070,1,61,13,0,1,0,0,6,6,1,1,6,6,6,6,"自分","自分"
12071,2,61,12,0,0,1,0,6.5,6.5,1.5,1.5,6.5,6.5,6.5,6.5,"自分","自分"
12072,1,59,27,0,0,1,1,8,6.25,NA,NA,8,NA,8,NA,"配偶者","配偶者"
12073,1,63,9,0,0,1,0,6,7.5,2.5,2.5,4.5,5.75,1,1,NA,NA
12074,1,62,28,0,0,0,1,8,8,2.5,2.5,8,8,8,8,"自分","自分"
12075,1,54,13,0,0,0,1,4.5,6.5,2.75,2.75,NA,5.5,NA,1,NA,NA
12076,2,38,4,0,0,1,1,8,6.25,5,5,7,6.75,6.5,6,"自分","自分"
12077,1,45,22,0,0,0,1,1,8,1,1,NA,5.5,NA,1,NA,NA
12078,2,31,22,0,0,1,1,8,8,2,2,8,8,8,7.5,"自分","自分"
12079,2,40,28,0,0,0,1,8,8,2,2,8,8,2,2,"家族","家族"
12080,1,64,14,0,0,1,0,6.5,6.5,3.75,3.75,6.5,6.5,2,1.75,"配偶者","配偶者"
12081,1,22,15,0,0,0,1,6.5,6.5,3.75,3.75,6.5,6.25,2,3,"家族","家族"
12082,2,41,21,0,0,0,1,5.5,5.5,6.5,6.5,6,5.75,6,5.25,"家族","家族"
12083,2,47,44,0,0,1,1,6.5,6.5,2,2,6.5,5,6.5,4.75,"自分","自分"
12084,1,39,21,0,0,0,1,6,5.5,4.75,4.75,5.5,5.25,6,5.5,"家族","家族"
12085,2,54,13,0,0,1,0,8,8,2.75,2.75,8,7.75,8,7.25,"自分","自分"
12086,2,44,40,0,0,0,1,2.5,6.5,1.5,1.5,NA,3.75,NA,NA,NA,NA
12087,1,50,26,0,0,1,1,5,6,5.25,5.25,7.5,6,4.5,4.25,"配偶者","配偶者"
12088,1,30,34,0,0,0,1,8,8,2,2,8,8,1,3.5,"家族","家族"
12089,1,33,1,0,0,0,1,5,5,2.5,2.5,5,5,5,5,"自分","自分"
12090,1,50,25,0,0,0,1,8,8,5.5,5.5,6.5,5,5.5,5,"自分","自分"
12091,2,41,10,0,0,1,1,8,8,2,2,8,5,8,3.5,"自分","自分"
12092,2,45,14,0,0,1,0,8,8,1,1,8,8,8,8,"自分","自分"
12093,2,58,27,0,0,1,0,8,8,2,2,8,8,8,8,"自分","自分"
12094,2,39,13,0,1,0,0,1,5.75,2,2,NA,3.75,NA,NA,"自分","自分"
12095,2,38,27,0,1,0,0,1,4.5,NA,NA,NA,NA,NA,NA,"自分","自分"
12096,2,30,12,0,0,1,1,2.5,6.5,2.5,2.5,NA,6.25,NA,4.25,"自分","自分"
12097,2,55,29,0,0,1,1,7.5,7.75,8,8,8,7.5,8,8,"自分","自分"
12098,2,20,38,1,1,0,0,4,6.5,1.75,1.75,4,5.5,4,4.75,"自分","自分"
12099,1,28,28,0,0,0,1,1,6.25,3.25,3.25,NA,5.5,NA,6,"家族","家族"
12100,2,27,40,0,0,1,1,8,8,4,4,8,6,6,6,"家族","家族"
12101,1,43,14,0,0,0,1,6.5,6.5,3.25,3.25,6.5,4.25,6.5,NA,"家族","家族"
12102,1,42,14,0,0,1,1,6.5,6.5,2.75,2.75,6.5,4.75,6,4.5,"配偶者","配偶者"
12103,2,45,11,0,0,1,1,3.5,7.5,4.75,4.75,NA,5.5,NA,4.75,"自分","自分"
12104,2,56,22,0,0,0,1,8,8,2,2,8,8,8,8,"自分","自分"
12105,2,50,34,0,0,1,1,8,8,1.5,1.5,8,7,8,7,"自分","自分"
12106,1,49,13,0,1,0,0,6.5,6.5,3.75,3.75,5.5,4.25,5.5,4.25,"自分","自分"
12107,2,51,22,0,0,0,1,8,8,5,5,8,6.75,8,5,"家族","家族"
12108,2,45,27,0,1,0,0,6.5,6.5,3.5,3.5,6.5,4.75,8,4.5,"自分","自分"
12109,1,42,14,0,0,0,1,8,8,2.75,2.75,8,5.75,5.5,5.25,"家族","家族"
12110,1,38,23,0,0,1,1,8,8,3,3,8,4.5,2,2,"配偶者","配偶者"
12111,1,37,12,0,0,0,1,6,6,1,1,6,6,6,6,"自分","自分"
